Player ID,MIN,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,Games,WL
560,18.135294117647057,1.661764705882353,4.029411764705882,0.4264705882352941,1.161764705882353,1.2352941176470589,1.5147058823529411,0.5441176470588235,2.161764705882353,2.7058823529411766,1.0735294117647058,0.6470588235294118,0.4117647058823529,0.3235294117647059,0.3676470588235294,1.8088235294117647,1.1176470588235294,4.985294117647059,0.5,68,0.5294117647058824
425,19.192238805970156,2.5223880597014925,5.82089552238806,0.7761194029850746,2.1343283582089554,1.0,1.208955223880597,0.4925373134328358,2.462686567164179,2.955223880597015,0.9552238805970148,0.7313432835820896,0.6567164179104478,0.1492537313432835,0.417910447761194,1.0746268656716418,0.8955223880597015,6.82089552238806,-3.895522388059701,67,0.1194029850746268
121,26.18370370370371,5.777777777777778,13.333333333333334,1.1944444444444444,3.625,2.2916666666666665,3.236111111111111,0.9583333333333334,3.0,3.9583333333333335,4.180555555555555,2.305555555555556,0.8194444444444444,0.5277777777777778,0.4722222222222222,1.6388888888888888,2.1944444444444446,15.041666666666666,-0.9444444444444444,72,0.4861111111111111
49,20.60839430894309,3.548780487804878,7.695121951219512,1.3902439024390243,3.7439024390243913,0.6463414634146342,0.951219512195122,0.4756097560975609,1.7560975609756098,2.231707317073171,2.7439024390243905,1.3170731707317074,0.9390243902439024,0.0609756097560975,0.2560975609756097,1.2804878048780488,1.0975609756097562,9.134146341463415,3.426829268292683,82,0.6951219512195121
305,28.664355555555552,5.306666666666667,12.04,1.76,4.666666666666667,4.12,4.733333333333333,0.9066666666666666,2.88,3.786666666666666,4.933333333333334,2.053333333333333,1.3733333333333333,0.32,0.6266666666666667,2.053333333333333,3.68,16.493333333333332,5.226666666666667,75,0.6133333333333333
335,18.92264227642277,2.0609756097560976,4.817073170731708,0.0121951219512195,0.024390243902439,1.304878048780488,1.7439024390243902,1.1097560975609757,2.5853658536585367,3.695121951219512,0.9390243902439024,0.8902439024390244,0.4146341463414634,0.7804878048780488,0.1829268292682926,2.402439024390244,0.0,5.439024390243903,0.5,82,0.3780487804878049
430,28.229104166666666,4.0125,7.7375,0.0,0.0375,2.4625,4.2625,2.6,3.5375,6.1375,1.8625,2.2625,1.5875,0.8125,0.9875,3.6875,0.0375,10.4875,-3.2625,80,0.2125
449,22.722633744855973,2.54320987654321,6.0,0.3950617283950617,1.432098765432099,1.2222222222222223,1.6419753086419753,0.8395061728395061,1.9135802469135803,2.753086419753086,3.567901234567901,2.3950617283950617,1.1358024691358024,0.3209876543209876,0.419753086419753,1.6049382716049383,1.5432098765432098,6.703703703703703,-2.703703703703704,81,0.3950617283950617
310,27.20963203463203,3.909090909090909,9.363636363636363,1.8571428571428568,4.805194805194805,0.4935064935064935,0.6623376623376623,0.6233766233766234,4.48051948051948,5.103896103896104,3.168831168831169,1.2857142857142858,0.8441558441558441,0.1428571428571428,0.3636363636363636,2.4025974025974026,0.5844155844155844,10.168831168831169,-3.493506493506493,77,0.3376623376623376
396,23.34271367521368,2.730769230769231,7.371794871794871,1.4871794871794872,4.628205128205129,1.6153846153846154,1.871794871794872,0.4743589743589743,1.7307692307692308,2.2051282051282053,2.4743589743589745,1.1282051282051282,1.1153846153846154,0.1794871794871795,0.1923076923076923,1.7179487179487178,1.807692307692308,8.564102564102564,1.1794871794871795,78,0.5897435897435898
